message,class
ใช้ ตัดออก เอา ฮูด เอา ฮูด ลด ลงมา ให้ เล็ก ที่ สุด อะไร อย่างงี้ ก็ พา รท เนอร์ ทั้ง 3 ท่าน เป็น engineer ทั้งหมด ดังนั้น เรา สามารถ revise แปลน ออกมา เป็น ของ เรา ได้,9arm
แตน แตน ดู นะ ครับ แป นข อง เรา จะ เห็น ว่า มัน โบ๋,9arm
โล่ง หน่อย เพราะว่า เรา ตัด นะ ครับ เรา ตัด ฮู้ ด ตัด อะไร ออก ไป เห็น มั้ย เอา ให้ ดู นี่ นะ ครับ,9arm
ทุกคน ตรง เตา นี่ นะ ครับ อุปกรณ์ การทำครัว ของ เรา ลดลง ไป เยอะ เลย นะ ครับ ตรงนี้ อ่า ตรงนี้ พื้นที่ มัน ว่าง ไม่ เอา ทำเป็น ออฟฟิศ ทำ เขียน ของ เออ โอเค ดู แล้ว อุ้ย อาจจะ มี ภาพ ใช่ ป่ะ อาจ จะ มี ภาพ ฮู้ จาก 24 ฟุต เหลือ 14 ฟุต ใช่ไหม,9arm
ครับ 14 ฟุต ขอ ราคา ขอ ราคา เค้า ก็ บอ กว่า ถ้า เกิด ฮู้ ด ขนาด เท่านี้ นะ ครับ ก็ ประมาณ 55 000 เกือบ 2 ล้าน ฮูดๆ ไม่ รวม ติดตั้ง,9arm
อะไร นะ ไม่ รวม ติดตั้ง แป,9arm
โอเค เฉพาะ ค่า ฮู้ กับ ค่า แอร์ เห็น แล้วก็ แบบ ว่า โอ ปิ่ม เลย แค่ ฮู้ เนี่ย ก็ เกือบ เต็ม บัจ เรา แล้ว ถูก ป่ะ แล้วแต่ เรา แต่ เรา ต้อง เปลี่ยน ทั้ง พื้น เปลี่ยน ทั้ง เพดาน ใช่ ม แต่ว่า ดู มี ภาพ,9arm
เพราะว่า เรา สามารถ ขอ l น l ลอ อ่ะ ว่า เฮ้ ยู ด อ่ะ ต้อง ช่วยกัน เห็น ม ก็ โอเค ขอ ราคา ฮูด,9arm
เสร็จ ปั๊บ ผม ก็ ต้อง ไป ขอ ราคา ขอ ราคา ติดตั้ง,9arm
ด้วย ค่า ฮูด ค่า ติดตั้ง แล้วก็ ขอ ราคา เปลี่ยน,9arm
พื้น กับ เปลี่ยน เพดาน นี่ คือ 3 4 อย่าง ที่ เรา ต้อง ทำ เพื่อที่จะ ทำ การปรับพื้น ที่ ให้,9arm
มัน สามารถ ใช้ เป็น ร้านอาหาร ของ เรา ได้ ถูก,9arm
ป่ะ อันนี้ คือ เรา ยัง ไม่ ได้ ซื้อ เครื่องครัว เลย นะ ทุกคน คือ เรา แค่ เปลี่ยน พื้นที่ นะ คือ พื้น มัน เก่า แบบ จน แบบ มัน เปิดร้าน ไม่ น่า ได้,9arm
แล้ว อ่ะ เพดาน ก็ ไป หม ดะ เออ มัน ต้อง เปลี่ยน,9arm
อยู่แล้ว อ่ะ คือ แค่ เปลี่ยน อัน เนี้ย จริงๆ แล้ว l นอ ควรจะ ออก นึกออก ป่ะ เพราะ สภาพ มัน ไม่ ไห วะ แล้วก็ อ่ะ ฮู้ ด อาจจะ มี ู้ด อาจจะ ช่วยกัน,9arm
หน่อย คนละ ครึ่ง อะไร เงี้ย ใช่ ป่ะ เออ ถ้า เกิด,9arm
เรา เช่า 5 ปี เรา เช่า 10 ปี อะไร เงี้ย ก็ มัน ก็ เป็น ของ อ่ะ ก็ รอ ขอ ราคา มา แล้ว ทีนี้ พอ ราคา,9arm
ออกมา ก็ บอ กว่า อ๋ อูด ค่า ติด ตั้งค่า ติดตั้ง,9arm
ประมาณ ประมาณ 50 000 รวม กับ อีก 50 000 ก็ เป็น 100 000 พื้น ประมาณ 20 000 20 000 พื้น 20 000 โอเค โอ เพดาน เพดาน เพดาน 7 000 โอเค เพดาน 7 000 รวม แล้ว อ่ะ แชท รวม แล้ว ทั้งหมด อ่ะ 200 000 แพง กว่า ร้านกาแฟ กู อีก นี่ นี่ กู สุด ๆ และ วง แตก เลย สัตว์ เอ้ ใคร จะ ทำ ก็ ทำ,9arm
ไป ทำ แล้ว,9arm
เย ัง ทุกคน แต่ว่า แต่ว่า ใจดี สู้ เสือ ทั้งหมด 200 000 เหรอ ถ้า เกิด เรา ต่อรอง กับ L น ลอร์ด ได้ ว่า เ้า ออก สัก 100 000 อาจจะ พอ มี ภา พะ ซึ่ง คือ เข้าใจ ป่ะ 100 000 อ่ะ คือ ค่า ฮู้ ด,9arm
ยัง ไม่ ได้ เลย ใช่ ป่ะ คือ หมายถึง เรา ก็ จะ ช่วย,9arm
ด้วย คือ ไม่ ใช่ ว่า ผม จะ มา ขอ เงิน คุณ ฟรี นึก ออก ป่ะ เข้าใจ แหละ ว่า อาจจะ ค่า ฮู้ อาจจะ ไม่,9arm
จ่าย ให้ ทั้งหมด แต่ว่า อย่าง น้อย พื้น กับ เพดาน แค่ พื้น กับ เพดาน รวมกัน ก็ 50 000 แล้ว อาจจะ พอ ไว อ่ะ คำนวณ RO ให้ L นลอ อ่า ใช่ คือ ถ้า เกิด ว่า ขอ 100 000 ใช่ มั้ย สมมุติ,9arm
เรา เช่า 5 ปี อ่ะ บอก เลย ค่าเช่า ประมาณ ปี ละ 40 000 5 ปี ก็ 200 000 ก็ หมายความว่า 5 ปี 200 000 5 ปี เขา จะ ได้เงิน 100 000 เดียว บวก กับ ของ ที่ เป็น ของ เขา ก็ คือ พื้น เพดาน แล้วก็ ฮู้ ซึ่ง เรา ว่า มูลค่า ตอนนั้น มัน ก็ อาจจะ อีก ประมาณ 50 000 นึกออก ป่ะ เรา ว่า proposition นี้ อาจจะ เป็นไปได้ อาจจะ,9arm
เป็นไปได้ ถ้า แล คิด เรื่อง ว่า เออ ของ ต่อไป,9arm
เรา เรา เช่า 5 ปี ของ เป็น ของ เค้า เห็น มั้ย เรา ก็ เลย บอ กว่า โอ้โห คิดดู แล้ว เนี่ย มัน ไม่,9arm
เวิร์ค คือ ตัวเลข มัน ไม่ มี Exense สำหรับ เรา แล้ว ยก เว้นแต่ L นอ จะ ให้ 100 000 เรา ก็ ส่ง ไป เลย เอ้ย คือ ว่า นี่ แนบ ไป นี่ ครับ นี่ คือ ผู้รับเหมา ไอ บอก งี้ นะ เรา ก็ บอก ตรงๆ ว่า มัน,9arm
ไม่ ไม่ น่าจะ เวิร์ค ถ้า เกิด ว่า เรา ไม่ มี แบบ ว่า แร นลอ ไม่ ได้ ช่วย ซัก ประมาณ 100 000 คือ กู ใจ กู อ่ะ คือ เลิก ไป นาน แล้ วะ คือ แบบ เห็น เห็น โขด ราคา ออกมา เพิก ๆ แต่ ก็ ใจดี สู้ เสือ ไป ก่อน ส่ง เผื่อ ฟุ ก เผื่อ ฟลุก แทง ไป ก่อน อ่ะ ถ้า กู เป็น หลอด กู ก็ ไม่ เอา เหมือนกัน บอก ตามตรง แต่ว่า ก็ แทง ไป ก่อน ไง 100 000 เพื่อ แบบ เอ้ย ได้มา 70 000 you know เออ พอ ไหว อ่ะ แทง ไป แล ลอ ตอบ กลับมา ว่า เนื่องจาก คุณ ขอ เงิน ค่า ปรับปรุง พื้นที่ จำนวนมาก อ่ะ เรา ก็ เลย คิด ว่า ค่าเช่า อาจจะ ต้อง ขึ้น เรา ขอ เสนอ ค่าเช่า ตอนแรก ค่าเช่า เดือน ละ 3 600 เพิ่ม เป็น 4 700 ค่าเช่า นะ 3 600 4 700 ตัวเลข ตัว เลขที่ กู รัน ไว้,9arm
